# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1125e+00 1.1635e+00 1.2867e+01 8.8676e-01 8.5754e-02 1.6254e-02 1.0027e-02 2.3530e-02 7.1642e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3838e+00 1.4676e+00 1.2063e+01 1.2351e+00 8.6165e-02 2.0145e-02 1.2084e-02 2.8673e-02 6.4501e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.5657e+00 1.6783e+00 1.1383e+01 1.4866e+00 8.6298e-02 2.3564e-02 1.3812e-02 3.3043e-02 6.0643e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.6872e+00 1.8232e+00 1.0801e+01 1.6582e+00 8.6208e-02 2.6656e-02 1.5330e-02 3.6891e-02 5.8251e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.7673e+00 1.9212e+00 1.0299e+01 1.7689e+00 8.5946e-02 2.9491e-02 1.6695e-02 4.0347e-02 5.6635e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.8185e+00 1.9852e+00 9.8613e+00 1.8343e+00 8.5550e-02 3.2112e-02 1.7941e-02 4.3490e-02 5.5472e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.8493e+00 2.0247e+00 9.4777e+00 1.8671e+00 8.5054e-02 3.4547e-02 1.9089e-02 4.6372e-02 5.4596e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.8656e+00 2.0463e+00 9.1390e+00 1.8764e+00 8.4484e-02 3.6816e-02 2.0153e-02 4.9028e-02 5.3910e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.8717e+00 2.0548e+00 8.8383e+00 1.8693e+00 8.3862e-02 3.8936e-02 2.1145e-02 5.1489e-02 5.3357e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.8705e+00 2.0538e+00 8.5697e+00 1.8507e+00 8.3204e-02 4.0920e-02 2.2072e-02 5.3777e-02 5.2899e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.8639e+00 2.0458e+00 8.3287e+00 1.8244e+00 8.2522e-02 4.2780e-02 2.2940e-02 5.5908e-02 5.2511e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.8537e+00 2.0328e+00 8.1114e+00 1.7929e+00 8.1827e-02 4.4526e-02 2.3756e-02 5.7899e-02 5.2177e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.8408e+00 2.0161e+00 7.9146e+00 1.7582e+00 8.1125e-02 4.6166e-02 2.4523e-02 5.9762e-02 5.1885e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.8262e+00 1.9969e+00 7.7357e+00 1.7217e+00 8.0422e-02 4.7710e-02 2.5245e-02 6.1509e-02 5.1625e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.8103e+00 1.9759e+00 7.5724e+00 1.6843e+00 7.9723e-02 4.9164e-02 2.5927e-02 6.3149e-02 5.1391e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.7937e+00 1.9538e+00 7.4230e+00 1.6467e+00 7.9030e-02 5.0534e-02 2.6571e-02 6.4690e-02 5.1180e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.7767e+00 1.9309e+00 7.2857e+00 1.6094e+00 7.8345e-02 5.1826e-02 2.7179e-02 6.6141e-02 5.0985e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.7594e+00 1.9077e+00 7.1594e+00 1.5727e+00 7.7671e-02 5.3046e-02 2.7755e-02 6.7507e-02 5.0806e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.7421e+00 1.8843e+00 7.0426e+00 1.5369e+00 7.7008e-02 5.4199e-02 2.8300e-02 6.8794e-02 5.0640e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.7250e+00 1.8611e+00 6.9346e+00 1.5021e+00 7.6357e-02 5.5288e-02 2.8816e-02 7.0009e-02 5.0484e-01 7.0000e-01
