# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 9.2435e-01 9.6464e-01 1.0984e+01 5.9916e-02 2.3811e-03 1.1548e-02 5.6420e-04 2.6405e-02 7.0125e-02 9.0000e-01
7.3684e-04 7.9114e-04 1.1538e+00 1.2203e+00 1.0418e+01 7.9230e-02 2.0658e-03 1.3813e-02 6.6945e-04 3.1918e-02 5.9515e-02 9.0000e-01
9.7368e-04 1.0685e-03 1.3119e+00 1.4019e+00 9.9368e+00 9.1593e-02 1.8192e-03 1.5654e-02 7.5324e-04 3.6520e-02 5.3218e-02 9.0000e-01
1.2105e-03 1.3571e-03 1.4220e+00 1.5317e+00 9.5222e+00 9.9020e-02 1.6228e-03 1.7216e-02 8.2315e-04 4.0517e-02 4.8972e-02 9.0000e-01
1.4474e-03 1.6569e-03 1.4988e+00 1.6244e+00 9.1606e+00 1.0307e-01 1.4639e-03 1.8580e-02 8.8322e-04 4.4071e-02 4.5886e-02 9.0000e-01
1.6842e-03 1.9679e-03 1.5521e+00 1.6900e+00 8.8424e+00 1.0486e-01 1.3334e-03 1.9794e-02 9.3594e-04 4.7280e-02 4.3529e-02 9.0000e-01
1.9211e-03 2.2901e-03 1.5885e+00 1.7355e+00 8.5598e+00 1.0513e-01 1.2248e-03 2.0889e-02 9.8291e-04 5.0210e-02 4.1665e-02 9.0000e-01
2.1579e-03 2.6235e-03 1.6125e+00 1.7661e+00 8.3072e+00 1.0440e-01 1.1336e-03 2.1888e-02 1.0253e-03 5.2907e-02 4.0150e-02 9.0000e-01
2.3947e-03 2.9682e-03 1.6274e+00 1.7853e+00 8.0798e+00 1.0302e-01 1.0560e-03 2.2806e-02 1.0638e-03 5.5404e-02 3.8896e-02 9.0000e-01
2.6316e-03 3.3241e-03 1.6355e+00 1.7958e+00 7.8740e+00 1.0122e-01 9.8944e-04 2.3656e-02 1.0992e-03 5.7727e-02 3.7839e-02 9.0000e-01
2.8684e-03 3.6912e-03 1.6385e+00 1.7997e+00 7.6868e+00 9.9166e-02 9.3192e-04 2.4448e-02 1.1319e-03 5.9898e-02 3.6937e-02 9.0000e-01
3.1053e-03 4.0695e-03 1.6376e+00 1.7986e+00 7.5158e+00 9.6973e-02 8.8181e-04 2.5188e-02 1.1623e-03 6.1933e-02 3.6160e-02 9.0000e-01
3.3421e-03 4.4591e-03 1.6338e+00 1.7935e+00 7.3589e+00 9.4715e-02 8.3788e-04 2.5883e-02 1.1906e-03 6.3845e-02 3.5483e-02 9.0000e-01
3.5789e-03 4.8598e-03 1.6278e+00 1.7854e+00 7.2145e+00 9.2445e-02 7.9912e-04 2.6538e-02 1.2171e-03 6.5646e-02 3.4890e-02 9.0000e-01
3.8158e-03 5.2718e-03 1.6200e+00 1.7750e+00 7.0812e+00 9.0197e-02 7.6475e-04 2.7156e-02 1.2420e-03 6.7346e-02 3.4367e-02 9.0000e-01
4.0526e-03 5.6950e-03 1.6111e+00 1.7628e+00 6.9577e+00 8.7995e-02 7.3410e-04 2.7741e-02 1.2655e-03 6.8953e-02 3.3902e-02 9.0000e-01
4.2895e-03 6.1294e-03 1.6012e+00 1.7492e+00 6.8430e+00 8.5856e-02 7.0665e-04 2.8296e-02 1.2876e-03 7.0474e-02 3.3488e-02 9.0000e-01
4.5263e-03 6.5751e-03 1.5906e+00 1.7347e+00 6.7362e+00 8.3787e-02 6.8197e-04 2.8823e-02 1.3086e-03 7.1915e-02 3.3117e-02 9.0000e-01
4.7632e-03 7.0319e-03 1.5795e+00 1.7195e+00 6.6366e+00 8.1794e-02 6.5969e-04 2.9325e-02 1.3285e-03 7.3283e-02 3.2784e-02 9.0000e-01
5.0000e-03 7.5000e-03 1.5682e+00 1.7037e+00 6.5434e+00 7.9881e-02 6.3951e-04 2.9803e-02 1.3474e-03 7.4582e-02 3.2483e-02 9.0000e-01
