# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.8946e-01 9.2580e-01 1.1328e+01 2.1628e-01 1.2415e-02 6.5675e-03 4.3389e-03 2.4786e-02 2.7338e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1238e+00 1.1851e+00 1.0767e+01 3.1084e-01 1.2477e-02 8.0567e-03 5.1916e-03 2.9996e-02 2.4614e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2899e+00 1.3744e+00 1.0283e+01 3.8538e-01 1.2508e-02 9.3416e-03 5.8930e-03 3.4363e-02 2.3162e-01 9.5000e-01
1.2105e-03 1.3571e-03 1.4086e+00 1.5132e+00 9.8608e+00 4.4207e-01 1.2512e-02 1.0489e-02 6.4978e-03 3.8170e-02 2.2280e-01 9.5000e-01
1.4474e-03 1.6569e-03 1.4936e+00 1.6149e+00 9.4897e+00 4.8405e-01 1.2496e-02 1.1533e-02 7.0342e-03 4.1567e-02 2.1697e-01 9.5000e-01
1.6842e-03 1.9679e-03 1.5543e+00 1.6888e+00 9.1608e+00 5.1432e-01 1.2462e-02 1.2494e-02 7.5188e-03 4.4646e-02 2.1290e-01 9.5000e-01
1.9211e-03 2.2901e-03 1.5970e+00 1.7418e+00 8.8670e+00 5.3540e-01 1.2415e-02 1.3386e-02 7.9624e-03 4.7466e-02 2.0993e-01 9.5000e-01
2.1579e-03 2.6235e-03 1.6264e+00 1.7789e+00 8.6030e+00 5.4933e-01 1.2356e-02 1.4218e-02 8.3722e-03 5.0069e-02 2.0767e-01 9.5000e-01
2.3947e-03 2.9682e-03 1.6459e+00 1.8037e+00 8.3646e+00 5.5773e-01 1.2288e-02 1.4998e-02 8.7535e-03 5.2486e-02 2.0589e-01 9.5000e-01
2.6316e-03 3.3241e-03 1.6577e+00 1.8190e+00 8.1480e+00 5.6186e-01 1.2214e-02 1.5730e-02 9.1101e-03 5.4742e-02 2.0446e-01 9.5000e-01
2.8684e-03 3.6912e-03 1.6638e+00 1.8270e+00 7.9506e+00 5.6271e-01 1.2133e-02 1.6421e-02 9.4450e-03 5.6856e-02 2.0328e-01 9.5000e-01
3.1053e-03 4.0695e-03 1.6655e+00 1.8292e+00 7.7698e+00 5.6103e-01 1.2049e-02 1.7072e-02 9.7606e-03 5.8842e-02 2.0227e-01 9.5000e-01
3.3421e-03 4.4591e-03 1.6637e+00 1.8269e+00 7.6036e+00 5.5744e-01 1.1961e-02 1.7689e-02 1.0059e-02 6.0713e-02 2.0139e-01 9.5000e-01
3.5789e-03 4.8598e-03 1.6594e+00 1.8212e+00 7.4504e+00 5.5240e-01 1.1871e-02 1.8272e-02 1.0341e-02 6.2480e-02 2.0062e-01 9.5000e-01
3.8158e-03 5.2718e-03 1.6530e+00 1.8126e+00 7.3087e+00 5.4627e-01 1.1780e-02 1.8826e-02 1.0609e-02 6.4151e-02 1.9992e-01 9.5000e-01
4.0526e-03 5.6950e-03 1.6451e+00 1.8020e+00 7.1774e+00 5.3934e-01 1.1687e-02 1.9351e-02 1.0863e-02 6.5735e-02 1.9928e-01 9.5000e-01
4.2895e-03 6.1294e-03 1.6361e+00 1.7897e+00 7.0552e+00 5.3184e-01 1.1594e-02 1.9850e-02 1.1105e-02 6.7237e-02 1.9869e-01 9.5000e-01
4.5263e-03 6.5751e-03 1.6261e+00 1.7762e+00 6.9414e+00 5.2394e-01 1.1500e-02 2.0325e-02 1.1335e-02 6.8665e-02 1.9814e-01 9.5000e-01
4.7632e-03 7.0319e-03 1.6155e+00 1.7617e+00 6.8352e+00 5.1578e-01 1.1407e-02 2.0776e-02 1.1555e-02 7.0022e-02 1.9762e-01 9.5000e-01
5.0000e-03 7.5000e-03 1.6045e+00 1.7465e+00 6.7357e+00 5.0746e-01 1.1314e-02 2.1206e-02 1.1764e-02 7.1313e-02 1.9712e-01 9.5000e-01
