# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4530e+00 1.5514e+00 1.0801e+01 9.2079e-01 6.4673e-02 3.3848e-02 6.3266e-03 3.4343e-02 4.3616e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.6315e+00 1.7652e+00 9.8534e+00 1.0400e+00 5.9158e-02 4.1267e-02 7.6514e-03 4.1414e-02 3.9070e-01 5.0000e-01
9.7368e-04 1.0685e-03 1.7106e+00 1.8644e+00 9.1537e+00 1.0696e+00 5.4898e-02 4.7228e-02 8.7146e-03 4.7084e-02 3.6554e-01 5.0000e-01
1.2105e-03 1.3571e-03 1.7412e+00 1.9047e+00 8.6153e+00 1.0597e+00 5.1545e-02 5.2195e-02 9.6006e-03 5.1806e-02 3.4954e-01 5.0000e-01
1.4474e-03 1.6569e-03 1.7468e+00 1.9134e+00 8.1870e+00 1.0328e+00 4.8852e-02 5.6438e-02 1.0358e-02 5.5838e-02 3.3848e-01 5.0000e-01
1.6842e-03 1.9679e-03 1.7391e+00 1.9044e+00 7.8372e+00 9.9931e-01 4.6648e-02 6.0133e-02 1.1017e-02 5.9342e-02 3.3040e-01 5.0000e-01
1.9211e-03 2.2901e-03 1.7242e+00 1.8855e+00 7.5454e+00 9.6397e-01 4.4815e-02 6.3398e-02 1.1600e-02 6.2429e-02 3.2426e-01 5.0000e-01
2.1579e-03 2.6235e-03 1.7054e+00 1.8610e+00 7.2977e+00 9.2911e-01 4.3269e-02 6.6316e-02 1.2119e-02 6.5176e-02 3.1946e-01 5.0000e-01
2.3947e-03 2.9682e-03 1.6847e+00 1.8336e+00 7.0845e+00 8.9578e-01 4.1949e-02 6.8947e-02 1.2587e-02 6.7641e-02 3.1563e-01 5.0000e-01
2.6316e-03 3.3241e-03 1.6631e+00 1.8048e+00 6.8989e+00 8.6441e-01 4.0810e-02 7.1338e-02 1.3011e-02 6.9867e-02 3.1251e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.6415e+00 1.7755e+00 6.7357e+00 8.3512e-01 3.9819e-02 7.3523e-02 1.3398e-02 7.1888e-02 3.0994e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.6201e+00 1.7465e+00 6.5909e+00 8.0790e-01 3.8949e-02 7.5531e-02 1.3753e-02 7.3731e-02 3.0781e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.5992e+00 1.7180e+00 6.4616e+00 7.8263e-01 3.8181e-02 7.7384e-02 1.4079e-02 7.5419e-02 3.0602e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.5790e+00 1.6902e+00 6.3454e+00 7.5918e-01 3.7499e-02 7.9099e-02 1.4381e-02 7.6969e-02 3.0450e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.5594e+00 1.6633e+00 6.2404e+00 7.3740e-01 3.6890e-02 8.0692e-02 1.4660e-02 7.8396e-02 3.0322e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.5407e+00 1.6374e+00 6.1450e+00 7.1716e-01 3.6343e-02 8.2175e-02 1.4919e-02 7.9714e-02 3.0213e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.5226e+00 1.6124e+00 6.0581e+00 6.9832e-01 3.5851e-02 8.3560e-02 1.5160e-02 8.0932e-02 3.0121e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.5053e+00 1.5885e+00 5.9785e+00 6.8076e-01 3.5405e-02 8.4854e-02 1.5385e-02 8.2060e-02 3.0042e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.4888e+00 1.5655e+00 5.9054e+00 6.6436e-01 3.5001e-02 8.6067e-02 1.5595e-02 8.3107e-02 2.9974e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.4729e+00 1.5434e+00 5.8381e+00 6.4902e-01 3.4634e-02 8.7204e-02 1.5792e-02 8.4079e-02 2.9918e-01 5.0000e-01
