# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.5539e+00 1.6510e+00 1.2493e+01 1.7607e+00 1.2618e-01 2.7080e-02 1.0071e-02 2.9152e-02 7.2920e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.7943e+00 1.9349e+00 1.1304e+01 2.1047e+00 1.2161e-01 3.4200e-02 1.2425e-02 3.5888e-02 6.5374e-01 5.0000e-01
9.7368e-04 1.0685e-03 1.9058e+00 2.0737e+00 1.0394e+01 2.2255e+00 1.1739e-01 4.0317e-02 1.4421e-02 4.1513e-02 6.1272e-01 5.0000e-01
1.2105e-03 1.3571e-03 1.9498e+00 2.1321e+00 9.6851e+00 2.2323e+00 1.1362e-01 4.5632e-02 1.6147e-02 4.6316e-02 5.8717e-01 5.0000e-01
1.4474e-03 1.6569e-03 1.9583e+00 2.1459e+00 9.1216e+00 2.1853e+00 1.1031e-01 5.0290e-02 1.7659e-02 5.0479e-02 5.6984e-01 5.0000e-01
1.6842e-03 1.9679e-03 1.9480e+00 2.1351e+00 8.6643e+00 2.1151e+00 1.0741e-01 5.4410e-02 1.8997e-02 5.4129e-02 5.5740e-01 5.0000e-01
1.9211e-03 2.2901e-03 1.9277e+00 2.1107e+00 8.2861e+00 2.0367e+00 1.0488e-01 5.8082e-02 2.0191e-02 5.7360e-02 5.4807e-01 5.0000e-01
2.1579e-03 2.6235e-03 1.9024e+00 2.0790e+00 7.9682e+00 1.9575e+00 1.0265e-01 6.1381e-02 2.1264e-02 6.0244e-02 5.4086e-01 5.0000e-01
2.3947e-03 2.9682e-03 1.8749e+00 2.0437e+00 7.6972e+00 1.8811e+00 1.0067e-01 6.4363e-02 2.2236e-02 6.2836e-02 5.3513e-01 5.0000e-01
2.6316e-03 3.3241e-03 1.8466e+00 2.0068e+00 7.4634e+00 1.8090e+00 9.8916e-02 6.7076e-02 2.3120e-02 6.5179e-02 5.3051e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.8184e+00 1.9697e+00 7.2595e+00 1.7417e+00 9.7344e-02 6.9555e-02 2.3929e-02 6.7308e-02 5.2670e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.7909e+00 1.9332e+00 7.0802e+00 1.6792e+00 9.5929e-02 7.1830e-02 2.4672e-02 6.9250e-02 5.2353e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.7643e+00 1.8976e+00 6.9212e+00 1.6214e+00 9.4649e-02 7.3926e-02 2.5357e-02 7.1027e-02 5.2087e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.7388e+00 1.8632e+00 6.7793e+00 1.5679e+00 9.3486e-02 7.5863e-02 2.5990e-02 7.2659e-02 5.1861e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.7143e+00 1.8302e+00 6.6519e+00 1.5184e+00 9.2424e-02 7.7659e-02 2.6577e-02 7.4162e-02 5.1667e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.6909e+00 1.7985e+00 6.5369e+00 1.4725e+00 9.1451e-02 7.9327e-02 2.7122e-02 7.5548e-02 5.1500e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.6687e+00 1.7683e+00 6.4326e+00 1.4300e+00 9.0556e-02 8.0880e-02 2.7630e-02 7.6830e-02 5.1356e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.6474e+00 1.7393e+00 6.3376e+00 1.3904e+00 8.9730e-02 8.2328e-02 2.8104e-02 7.8016e-02 5.1231e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.6272e+00 1.7117e+00 6.2508e+00 1.3536e+00 8.8965e-02 8.3682e-02 2.8547e-02 7.9116e-02 5.1122e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.6079e+00 1.6854e+00 6.1712e+00 1.3193e+00 8.8254e-02 8.4947e-02 2.8961e-02 8.0138e-02 5.1027e-01 5.0000e-01
