# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.4205e+00 1.5026e+00 1.2459e+01 1.4265e+00 1.1287e-01 2.4433e-02 9.1253e-03 2.7955e-02 7.0693e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.6751e+00 1.7985e+00 1.1385e+01 1.7717e+00 1.0925e-01 3.0716e-02 1.1197e-02 3.4324e-02 6.3139e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.8096e+00 1.9619e+00 1.0538e+01 1.9310e+00 1.0575e-01 3.6162e-02 1.2960e-02 3.9684e-02 5.8971e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.8757e+00 2.0459e+00 9.8607e+00 1.9819e+00 1.0251e-01 4.0947e-02 1.4495e-02 4.4309e-02 5.6335e-01 5.5000e-01
1.4474e-03 1.6569e-03 1.9026e+00 2.0822e+00 9.3104e+00 1.9737e+00 9.9578e-02 4.5189e-02 1.5851e-02 4.8361e-02 5.4523e-01 5.5000e-01
1.6842e-03 1.9679e-03 1.9070e+00 2.0900e+00 8.8561e+00 1.9348e+00 9.6945e-02 4.8976e-02 1.7060e-02 5.1949e-02 5.3205e-01 5.5000e-01
1.9211e-03 2.2901e-03 1.8982e+00 2.0804e+00 8.4755e+00 1.8810e+00 9.4588e-02 5.2381e-02 1.8147e-02 5.5155e-02 5.2205e-01 5.5000e-01
2.1579e-03 2.6235e-03 1.8818e+00 2.0605e+00 8.1521e+00 1.8210e+00 9.2478e-02 5.5462e-02 1.9129e-02 5.8039e-02 5.1423e-01 5.5000e-01
2.3947e-03 2.9682e-03 1.8612e+00 2.0344e+00 7.8741e+00 1.7596e+00 9.0585e-02 5.8264e-02 2.0024e-02 6.0651e-02 5.0796e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.8383e+00 2.0049e+00 7.6325e+00 1.6992e+00 8.8880e-02 6.0826e-02 2.0841e-02 6.3027e-02 5.0283e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.8143e+00 1.9736e+00 7.4206e+00 1.6411e+00 8.7339e-02 6.3178e-02 2.1593e-02 6.5199e-02 4.9857e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.7901e+00 1.9417e+00 7.2333e+00 1.5861e+00 8.5941e-02 6.5347e-02 2.2285e-02 6.7193e-02 4.9499e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.7660e+00 1.9097e+00 7.0665e+00 1.5343e+00 8.4667e-02 6.7352e-02 2.2926e-02 6.9028e-02 4.9193e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.7425e+00 1.8782e+00 6.9170e+00 1.4857e+00 8.3503e-02 6.9212e-02 2.3520e-02 7.0722e-02 4.8931e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.7196e+00 1.8474e+00 6.7823e+00 1.4402e+00 8.2435e-02 7.0942e-02 2.4073e-02 7.2289e-02 4.8704e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.6975e+00 1.8174e+00 6.6604e+00 1.3976e+00 8.1452e-02 7.2554e-02 2.4589e-02 7.3743e-02 4.8507e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.6761e+00 1.7885e+00 6.5494e+00 1.3579e+00 8.0544e-02 7.4060e-02 2.5071e-02 7.5093e-02 4.8334e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.6556e+00 1.7606e+00 6.4481e+00 1.3207e+00 7.9703e-02 7.5469e-02 2.5521e-02 7.6350e-02 4.8182e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.6359e+00 1.7337e+00 6.3552e+00 1.2858e+00 7.8922e-02 7.6789e-02 2.5944e-02 7.7520e-02 4.8047e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.6170e+00 1.7079e+00 6.2699e+00 1.2532e+00 7.8194e-02 7.8027e-02 2.6340e-02 7.8612e-02 4.7928e-01 5.5000e-01
