# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.9114e-01 9.2766e-01 1.1288e+01 2.0846e-01 1.2024e-02 6.6181e-03 3.5038e-03 2.4934e-02 2.6250e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1253e+00 1.1868e+00 1.0726e+01 2.9744e-01 1.1988e-02 8.1245e-03 4.1845e-03 3.0183e-02 2.3490e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2910e+00 1.3758e+00 1.0242e+01 3.6631e-01 1.1924e-02 9.4236e-03 4.7443e-03 3.4583e-02 2.1980e-01 9.5000e-01
1.2105e-03 1.3571e-03 1.4091e+00 1.5140e+00 9.8195e+00 4.1760e-01 1.1839e-02 1.0582e-02 5.2274e-03 3.8421e-02 2.1032e-01 9.5000e-01
1.4474e-03 1.6569e-03 1.4935e+00 1.6150e+00 9.4485e+00 4.5468e-01 1.1739e-02 1.1634e-02 5.6561e-03 4.1847e-02 2.0384e-01 9.5000e-01
1.6842e-03 1.9679e-03 1.5535e+00 1.6882e+00 9.1197e+00 4.8062e-01 1.1629e-02 1.2600e-02 6.0436e-03 4.4951e-02 1.9915e-01 9.5000e-01
1.9211e-03 2.2901e-03 1.5957e+00 1.7405e+00 8.8263e+00 4.9799e-01 1.1511e-02 1.3494e-02 6.3982e-03 4.7795e-02 1.9559e-01 9.5000e-01
2.1579e-03 2.6235e-03 1.6245e+00 1.7769e+00 8.5628e+00 5.0878e-01 1.1389e-02 1.4326e-02 6.7257e-03 5.0419e-02 1.9279e-01 9.5000e-01
2.3947e-03 2.9682e-03 1.6435e+00 1.8011e+00 8.3248e+00 5.1458e-01 1.1265e-02 1.5104e-02 7.0301e-03 5.2857e-02 1.9052e-01 9.5000e-01
2.6316e-03 3.3241e-03 1.6549e+00 1.8159e+00 8.1089e+00 5.1659e-01 1.1140e-02 1.5833e-02 7.3146e-03 5.5131e-02 1.8863e-01 9.5000e-01
2.8684e-03 3.6912e-03 1.6606e+00 1.8234e+00 7.9120e+00 5.1575e-01 1.1015e-02 1.6519e-02 7.5813e-03 5.7261e-02 1.8704e-01 9.5000e-01
3.1053e-03 4.0695e-03 1.6619e+00 1.8251e+00 7.7318e+00 5.1277e-01 1.0891e-02 1.7165e-02 7.8324e-03 5.9263e-02 1.8566e-01 9.5000e-01
3.3421e-03 4.4591e-03 1.6599e+00 1.8225e+00 7.5663e+00 5.0820e-01 1.0769e-02 1.7776e-02 8.0692e-03 6.1148e-02 1.8446e-01 9.5000e-01
3.5789e-03 4.8598e-03 1.6552e+00 1.8164e+00 7.4138e+00 5.0246e-01 1.0649e-02 1.8353e-02 8.2932e-03 6.2928e-02 1.8339e-01 9.5000e-01
3.8158e-03 5.2718e-03 1.6487e+00 1.8076e+00 7.2727e+00 4.9588e-01 1.0532e-02 1.8899e-02 8.5053e-03 6.4611e-02 1.8243e-01 9.5000e-01
4.0526e-03 5.6950e-03 1.6406e+00 1.7967e+00 7.1420e+00 4.8870e-01 1.0418e-02 1.9418e-02 8.7066e-03 6.6206e-02 1.8157e-01 9.5000e-01
4.2895e-03 6.1294e-03 1.6314e+00 1.7842e+00 7.0205e+00 4.8112e-01 1.0307e-02 1.9909e-02 8.8979e-03 6.7718e-02 1.8077e-01 9.5000e-01
4.5263e-03 6.5751e-03 1.6213e+00 1.7705e+00 6.9073e+00 4.7329e-01 1.0199e-02 2.0377e-02 9.0798e-03 6.9155e-02 1.8005e-01 9.5000e-01
4.7632e-03 7.0319e-03 1.6106e+00 1.7559e+00 6.8016e+00 4.6532e-01 1.0094e-02 2.0821e-02 9.2530e-03 7.0520e-02 1.7937e-01 9.5000e-01
5.0000e-03 7.5000e-03 1.5995e+00 1.7406e+00 6.7027e+00 4.5731e-01 9.9914e-03 2.1244e-02 9.4181e-03 7.1820e-02 1.7874e-01 9.5000e-01
