# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.5615e+00 1.6519e+00 1.3867e+01 2.1566e+00 1.5415e-01 2.3282e-02 1.2009e-02 2.5305e-02 8.8445e-01 5.0000e-01
7.3684e-04 7.9114e-04 1.8595e+00 1.9983e+00 1.2598e+01 2.7454e+00 1.5254e-01 2.9585e-02 1.4793e-02 3.1406e-02 7.9401e-01 5.0000e-01
9.7368e-04 1.0685e-03 2.0176e+00 2.1912e+00 1.1580e+01 3.0317e+00 1.5045e-01 3.5235e-02 1.7222e-02 3.6675e-02 7.4476e-01 5.0000e-01
1.2105e-03 1.3571e-03 2.0926e+00 2.2876e+00 1.0761e+01 3.1272e+00 1.4816e-01 4.0330e-02 1.9387e-02 4.1305e-02 7.1412e-01 5.0000e-01
1.4474e-03 1.6569e-03 2.1194e+00 2.3251e+00 1.0095e+01 3.1147e+00 1.4584e-01 4.4924e-02 2.1331e-02 4.5402e-02 6.9342e-01 5.0000e-01
1.6842e-03 1.9679e-03 2.1185e+00 2.3274e+00 9.5489e+00 3.0458e+00 1.4359e-01 4.9070e-02 2.3083e-02 4.9048e-02 6.7861e-01 5.0000e-01
1.9211e-03 2.2901e-03 2.1022e+00 2.3091e+00 9.0950e+00 2.9501e+00 1.4146e-01 5.2818e-02 2.4668e-02 5.2306e-02 6.6756e-01 5.0000e-01
2.1579e-03 2.6235e-03 2.0774e+00 2.2791e+00 8.7132e+00 2.8442e+00 1.3946e-01 5.6216e-02 2.6108e-02 5.5233e-02 6.5902e-01 5.0000e-01
2.3947e-03 2.9682e-03 2.0483e+00 2.2426e+00 8.3882e+00 2.7367e+00 1.3760e-01 5.9308e-02 2.7420e-02 5.7875e-02 6.5225e-01 5.0000e-01
2.6316e-03 3.3241e-03 2.0174e+00 2.2031e+00 8.1086e+00 2.6322e+00 1.3587e-01 6.2129e-02 2.8621e-02 6.0267e-02 6.4677e-01 5.0000e-01
2.8684e-03 3.6912e-03 1.9859e+00 2.1623e+00 7.8657e+00 2.5328e+00 1.3427e-01 6.4713e-02 2.9723e-02 6.2444e-02 6.4224e-01 5.0000e-01
3.1053e-03 4.0695e-03 1.9547e+00 2.1216e+00 7.6529e+00 2.4395e+00 1.3278e-01 6.7088e-02 3.0738e-02 6.4429e-02 6.3844e-01 5.0000e-01
3.3421e-03 4.4591e-03 1.9244e+00 2.0817e+00 7.4650e+00 2.3524e+00 1.3138e-01 6.9275e-02 3.1675e-02 6.6247e-02 6.3522e-01 5.0000e-01
3.5789e-03 4.8598e-03 1.8952e+00 2.0429e+00 7.2980e+00 2.2715e+00 1.3008e-01 7.1295e-02 3.2543e-02 6.7914e-02 6.3245e-01 5.0000e-01
3.8158e-03 5.2718e-03 1.8671e+00 2.0055e+00 7.1487e+00 2.1964e+00 1.2886e-01 7.3166e-02 3.3347e-02 6.9448e-02 6.3004e-01 5.0000e-01
4.0526e-03 5.6950e-03 1.8403e+00 1.9696e+00 7.0145e+00 2.1266e+00 1.2771e-01 7.4901e-02 3.4095e-02 7.0860e-02 6.2794e-01 5.0000e-01
4.2895e-03 6.1294e-03 1.8147e+00 1.9353e+00 6.8933e+00 2.0617e+00 1.2663e-01 7.6513e-02 3.4792e-02 7.2164e-02 6.2608e-01 5.0000e-01
4.5263e-03 6.5751e-03 1.7903e+00 1.9025e+00 6.7834e+00 2.0015e+00 1.2560e-01 7.8013e-02 3.5442e-02 7.3369e-02 6.2443e-01 5.0000e-01
4.7632e-03 7.0319e-03 1.7671e+00 1.8712e+00 6.6833e+00 1.9453e+00 1.2463e-01 7.9410e-02 3.6048e-02 7.4483e-02 6.2296e-01 5.0000e-01
5.0000e-03 7.5000e-03 1.7450e+00 1.8413e+00 6.5919e+00 1.8929e+00 1.2371e-01 8.0714e-02 3.6616e-02 7.5515e-02 6.2163e-01 5.0000e-01
