# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.7466e+00 1.8552e+00 1.4387e+01 2.8509e+00 1.7677e-01 2.4713e-02 1.3244e-02 2.5421e-02 9.3451e-01 4.5000e-01
7.3684e-04 7.9114e-04 2.0505e+00 2.2138e+00 1.2909e+01 3.5323e+00 1.7480e-01 3.1723e-02 1.6456e-02 3.1838e-02 8.4011e-01 4.5000e-01
9.7368e-04 1.0685e-03 2.1928e+00 2.3918e+00 1.1749e+01 3.7959e+00 1.7227e-01 3.8040e-02 1.9284e-02 3.7403e-02 7.8942e-01 4.5000e-01
1.2105e-03 1.3571e-03 2.2449e+00 2.4626e+00 1.0839e+01 3.8222e+00 1.6958e-01 4.3708e-02 2.1801e-02 4.2263e-02 7.5844e-01 4.5000e-01
1.4474e-03 1.6569e-03 2.2490e+00 2.4732e+00 1.0119e+01 3.7323e+00 1.6694e-01 4.8768e-02 2.4046e-02 4.6518e-02 7.3790e-01 4.5000e-01
1.6842e-03 1.9679e-03 2.2286e+00 2.4514e+00 9.5417e+00 3.5932e+00 1.6445e-01 5.3282e-02 2.6051e-02 5.0257e-02 7.2347e-01 4.5000e-01
1.9211e-03 2.2901e-03 2.1962e+00 2.4128e+00 9.0708e+00 3.4384e+00 1.6215e-01 5.7318e-02 2.7849e-02 5.3559e-02 7.1287e-01 4.5000e-01
2.1579e-03 2.6235e-03 2.1586e+00 2.3661e+00 8.6809e+00 3.2841e+00 1.6004e-01 6.0939e-02 2.9468e-02 5.6491e-02 7.0481e-01 4.5000e-01
2.3947e-03 2.9682e-03 2.1193e+00 2.3163e+00 8.3533e+00 3.1374e+00 1.5810e-01 6.4204e-02 3.0932e-02 5.9108e-02 6.9850e-01 4.5000e-01
2.6316e-03 3.3241e-03 2.0803e+00 2.2660e+00 8.0745e+00 3.0009e+00 1.5633e-01 6.7159e-02 3.2261e-02 6.1454e-02 6.9345e-01 4.5000e-01
2.8684e-03 3.6912e-03 2.0423e+00 2.2167e+00 7.8346e+00 2.8753e+00 1.5469e-01 6.9845e-02 3.3474e-02 6.3569e-02 6.8933e-01 4.5000e-01
3.1053e-03 4.0695e-03 2.0061e+00 2.1691e+00 7.6261e+00 2.7603e+00 1.5317e-01 7.2295e-02 3.4583e-02 6.5480e-02 6.8591e-01 4.5000e-01
3.3421e-03 4.4591e-03 1.9716e+00 2.1236e+00 7.4434e+00 2.6551e+00 1.5177e-01 7.4537e-02 3.5601e-02 6.7214e-02 6.8304e-01 4.5000e-01
3.5789e-03 4.8598e-03 1.9390e+00 2.0803e+00 7.2821e+00 2.5588e+00 1.5046e-01 7.6595e-02 3.6538e-02 6.8791e-02 6.8060e-01 4.5000e-01
3.8158e-03 5.2718e-03 1.9082e+00 2.0393e+00 7.1387e+00 2.4706e+00 1.4923e-01 7.8489e-02 3.7402e-02 7.0229e-02 6.7849e-01 4.5000e-01
4.0526e-03 5.6950e-03 1.8792e+00 2.0005e+00 7.0105e+00 2.3896e+00 1.4807e-01 8.0234e-02 3.8202e-02 7.1543e-02 6.7667e-01 4.5000e-01
4.2895e-03 6.1294e-03 1.8518e+00 1.9639e+00 6.8954e+00 2.3150e+00 1.4698e-01 8.1847e-02 3.8942e-02 7.2745e-02 6.7507e-01 4.5000e-01
4.5263e-03 6.5751e-03 1.8260e+00 1.9292e+00 6.7915e+00 2.2462e+00 1.4594e-01 8.3339e-02 3.9629e-02 7.3845e-02 6.7366e-01 4.5000e-01
4.7632e-03 7.0319e-03 1.8017e+00 1.8964e+00 6.6974e+00 2.1826e+00 1.4496e-01 8.4721e-02 4.0266e-02 7.4855e-02 6.7241e-01 4.5000e-01
5.0000e-03 7.5000e-03 1.7786e+00 1.8654e+00 6.6118e+00 2.1236e+00 1.4402e-01 8.6003e-02 4.0859e-02 7.5780e-02 6.7129e-01 4.5000e-01
