# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.5268e+00 1.6555e+00 9.1909e+00 3.0633e-01 1.0918e-02 5.0068e-02 2.5678e-03 4.4221e-02 1.3140e-01 4.0000e-01
7.3684e-04 7.9114e-04 1.6212e+00 1.7734e+00 8.4398e+00 3.1595e-01 9.3056e-03 5.7922e-02 2.9943e-03 5.1679e-02 1.2021e-01 4.0000e-01
9.7368e-04 1.0685e-03 1.6483e+00 1.8086e+00 7.9058e+00 3.0993e-01 8.2683e-03 6.3909e-02 3.3234e-03 5.7404e-02 1.1408e-01 4.0000e-01
1.2105e-03 1.3571e-03 1.6473e+00 1.8075e+00 7.5018e+00 2.9913e-01 7.5457e-03 6.8762e-02 3.5914e-03 6.2031e-02 1.1023e-01 4.0000e-01
1.4474e-03 1.6569e-03 1.6337e+00 1.7894e+00 7.1831e+00 2.8724e-01 7.0141e-03 7.2844e-02 3.8172e-03 6.5891e-02 1.0763e-01 4.0000e-01
1.6842e-03 1.9679e-03 1.6143e+00 1.7631e+00 6.9237e+00 2.7561e-01 6.6071e-03 7.6365e-02 4.0117e-03 6.9181e-02 1.0576e-01 4.0000e-01
1.9211e-03 2.2901e-03 1.5924e+00 1.7333e+00 6.7079e+00 2.6471e-01 6.2860e-03 7.9456e-02 4.1819e-03 7.2030e-02 1.0439e-01 4.0000e-01
2.1579e-03 2.6235e-03 1.5698e+00 1.7021e+00 6.5249e+00 2.5467e-01 6.0267e-03 8.2207e-02 4.3326e-03 7.4525e-02 1.0335e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.5472e+00 1.6709e+00 6.3677e+00 2.4550e-01 5.8133e-03 8.4678e-02 4.4673e-03 7.6730e-02 1.0255e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.5253e+00 1.6403e+00 6.2309e+00 2.3714e-01 5.6349e-03 8.6916e-02 4.5885e-03 7.8693e-02 1.0193e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.5041e+00 1.6108e+00 6.1107e+00 2.2951e-01 5.4841e-03 8.8956e-02 4.6983e-03 8.0452e-02 1.0144e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.4839e+00 1.5824e+00 6.0042e+00 2.2253e-01 5.3551e-03 9.0824e-02 4.7982e-03 8.2034e-02 1.0106e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.4646e+00 1.5554e+00 5.9093e+00 2.1614e-01 5.2438e-03 9.2544e-02 4.8895e-03 8.3463e-02 1.0077e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.4462e+00 1.5296e+00 5.8241e+00 2.1028e-01 5.1472e-03 9.4131e-02 4.9732e-03 8.4758e-02 1.0054e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.4288e+00 1.5050e+00 5.7473e+00 2.0487e-01 5.0627e-03 9.5601e-02 5.0501e-03 8.5935e-02 1.0036e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.4122e+00 1.4817e+00 5.6777e+00 1.9989e-01 4.9884e-03 9.6965e-02 5.1210e-03 8.7006e-02 1.0023e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.3964e+00 1.4595e+00 5.6144e+00 1.9527e-01 4.9228e-03 9.8235e-02 5.1865e-03 8.7984e-02 1.0014e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.3814e+00 1.4384e+00 5.5565e+00 1.9099e-01 4.8647e-03 9.9418e-02 5.2471e-03 8.8877e-02 1.0009e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.3671e+00 1.4183e+00 5.5036e+00 1.8700e-01 4.8131e-03 1.0052e-01 5.3032e-03 8.9694e-02 1.0006e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.3535e+00 1.3992e+00 5.4550e+00 1.8329e-01 4.7670e-03 1.0155e-01 5.3553e-03 9.0441e-02 1.0005e-01 4.0000e-01
