# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.1345e+00 1.1886e+00 1.2295e+01 8.2175e-01 7.7848e-02 1.7458e-02 7.6939e-03 2.5316e-02 6.3849e-01 7.0000e-01
7.3684e-04 7.9114e-04 1.3969e+00 1.4845e+00 1.1484e+01 1.1112e+00 7.6772e-02 2.1701e-02 9.3042e-03 3.0868e-02 5.6951e-01 7.0000e-01
9.7368e-04 1.0685e-03 1.5661e+00 1.6820e+00 1.0805e+01 1.3024e+00 7.5538e-02 2.5412e-02 1.0665e-02 3.5571e-02 5.3106e-01 7.0000e-01
1.2105e-03 1.3571e-03 1.6742e+00 1.8121e+00 1.0232e+01 1.4195e+00 7.4224e-02 2.8737e-02 1.1860e-02 3.9692e-02 5.0646e-01 7.0000e-01
1.4474e-03 1.6569e-03 1.7416e+00 1.8956e+00 9.7423e+00 1.4842e+00 7.2884e-02 3.1755e-02 1.2930e-02 4.3370e-02 4.8931e-01 7.0000e-01
1.6842e-03 1.9679e-03 1.7818e+00 1.9465e+00 9.3207e+00 1.5132e+00 7.1557e-02 3.4513e-02 1.3901e-02 4.6693e-02 4.7664e-01 7.0000e-01
1.9211e-03 2.2901e-03 1.8033e+00 1.9747e+00 8.9546e+00 1.5183e+00 7.0266e-02 3.7048e-02 1.4788e-02 4.9720e-02 4.6688e-01 7.0000e-01
2.1579e-03 2.6235e-03 1.8122e+00 1.9869e+00 8.6340e+00 1.5077e+00 6.9025e-02 3.9385e-02 1.5604e-02 5.2494e-02 4.5911e-01 7.0000e-01
2.3947e-03 2.9682e-03 1.8122e+00 1.9878e+00 8.3513e+00 1.4870e+00 6.7842e-02 4.1549e-02 1.6358e-02 5.5049e-02 4.5277e-01 7.0000e-01
2.6316e-03 3.3241e-03 1.8063e+00 1.9806e+00 8.1003e+00 1.4600e+00 6.6720e-02 4.3558e-02 1.7057e-02 5.7412e-02 4.4749e-01 7.0000e-01
2.8684e-03 3.6912e-03 1.7961e+00 1.9679e+00 7.8762e+00 1.4292e+00 6.5660e-02 4.5428e-02 1.7708e-02 5.9605e-02 4.4301e-01 7.0000e-01
3.1053e-03 4.0695e-03 1.7832e+00 1.9512e+00 7.6748e+00 1.3965e+00 6.4659e-02 4.7173e-02 1.8315e-02 6.1646e-02 4.3917e-01 7.0000e-01
3.3421e-03 4.4591e-03 1.7684e+00 1.9318e+00 7.4931e+00 1.3630e+00 6.3715e-02 4.8805e-02 1.8882e-02 6.3549e-02 4.3583e-01 7.0000e-01
3.5789e-03 4.8598e-03 1.7524e+00 1.9107e+00 7.3282e+00 1.3294e+00 6.2826e-02 5.0334e-02 1.9414e-02 6.5329e-02 4.3291e-01 7.0000e-01
3.8158e-03 5.2718e-03 1.7356e+00 1.8883e+00 7.1781e+00 1.2963e+00 6.1987e-02 5.1769e-02 1.9913e-02 6.6996e-02 4.3032e-01 7.0000e-01
4.0526e-03 5.6950e-03 1.7185e+00 1.8654e+00 7.0408e+00 1.2640e+00 6.1196e-02 5.3117e-02 2.0383e-02 6.8560e-02 4.2801e-01 7.0000e-01
4.2895e-03 6.1294e-03 1.7012e+00 1.8421e+00 6.9149e+00 1.2328e+00 6.0448e-02 5.4387e-02 2.0826e-02 7.0029e-02 4.2594e-01 7.0000e-01
4.5263e-03 6.5751e-03 1.6840e+00 1.8188e+00 6.7989e+00 1.2026e+00 5.9742e-02 5.5584e-02 2.1243e-02 7.1411e-02 4.2407e-01 7.0000e-01
4.7632e-03 7.0319e-03 1.6670e+00 1.7956e+00 6.6920e+00 1.1737e+00 5.9074e-02 5.6713e-02 2.1637e-02 7.2712e-02 4.2238e-01 7.0000e-01
5.0000e-03 7.5000e-03 1.6502e+00 1.7727e+00 6.5929e+00 1.1460e+00 5.8441e-02 5.7779e-02 2.2010e-02 7.3938e-02 4.2084e-01 7.0000e-01
