# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 8.9083e-01 9.2731e-01 1.1297e+01 2.1060e-01 1.2143e-02 6.6042e-03 3.6637e-03 2.4903e-02 2.6538e-01 9.5000e-01
7.3684e-04 7.9114e-04 1.1250e+00 1.1865e+00 1.0735e+01 3.0099e-01 1.2130e-02 8.1067e-03 4.3759e-03 3.0144e-02 2.3781e-01 9.5000e-01
9.7368e-04 1.0685e-03 1.2908e+00 1.3756e+00 1.0250e+01 3.7125e-01 1.2088e-02 9.4028e-03 4.9615e-03 3.4538e-02 2.2281e-01 9.5000e-01
1.2105e-03 1.3571e-03 1.4091e+00 1.5139e+00 9.8281e+00 4.2381e-01 1.2024e-02 1.0559e-02 5.4667e-03 3.8370e-02 2.1345e-01 9.5000e-01
1.4474e-03 1.6569e-03 1.4936e+00 1.6151e+00 9.4570e+00 4.6202e-01 1.1943e-02 1.1610e-02 5.9150e-03 4.1790e-02 2.0709e-01 9.5000e-01
1.6842e-03 1.9679e-03 1.5538e+00 1.6885e+00 9.1281e+00 4.8893e-01 1.1849e-02 1.2575e-02 6.3202e-03 4.4890e-02 2.0252e-01 9.5000e-01
1.9211e-03 2.2901e-03 1.5961e+00 1.7409e+00 8.8346e+00 5.0711e-01 1.1747e-02 1.3469e-02 6.6911e-03 4.7729e-02 1.9907e-01 9.5000e-01
2.1579e-03 2.6235e-03 1.6250e+00 1.7775e+00 8.5709e+00 5.1857e-01 1.1638e-02 1.4302e-02 7.0337e-03 5.0349e-02 1.9637e-01 9.5000e-01
2.3947e-03 2.9682e-03 1.6441e+00 1.8018e+00 8.3328e+00 5.2492e-01 1.1526e-02 1.5081e-02 7.3523e-03 5.2783e-02 1.9420e-01 9.5000e-01
2.6316e-03 3.3241e-03 1.6556e+00 1.8167e+00 8.1167e+00 5.2736e-01 1.1411e-02 1.5812e-02 7.6501e-03 5.5054e-02 1.9240e-01 9.5000e-01
2.8684e-03 3.6912e-03 1.6614e+00 1.8242e+00 7.9197e+00 5.2685e-01 1.1295e-02 1.6499e-02 7.9295e-03 5.7181e-02 1.9088e-01 9.5000e-01
3.1053e-03 4.0695e-03 1.6627e+00 1.8261e+00 7.7393e+00 5.2412e-01 1.1180e-02 1.7147e-02 8.1925e-03 5.9180e-02 1.8958e-01 9.5000e-01
3.3421e-03 4.4591e-03 1.6608e+00 1.8235e+00 7.5736e+00 5.1973e-01 1.1065e-02 1.7759e-02 8.4408e-03 6.1063e-02 1.8844e-01 9.5000e-01
3.5789e-03 4.8598e-03 1.6562e+00 1.8175e+00 7.4209e+00 5.1410e-01 1.0951e-02 1.8338e-02 8.6756e-03 6.2840e-02 1.8742e-01 9.5000e-01
3.8158e-03 5.2718e-03 1.6497e+00 1.8087e+00 7.2797e+00 5.0758e-01 1.0839e-02 1.8887e-02 8.8981e-03 6.4522e-02 1.8652e-01 9.5000e-01
4.0526e-03 5.6950e-03 1.6416e+00 1.7979e+00 7.1489e+00 5.0043e-01 1.0729e-02 1.9407e-02 9.1093e-03 6.6114e-02 1.8569e-01 9.5000e-01
4.2895e-03 6.1294e-03 1.6324e+00 1.7854e+00 7.0272e+00 4.9284e-01 1.0621e-02 1.9901e-02 9.3100e-03 6.7625e-02 1.8494e-01 9.5000e-01
4.5263e-03 6.5751e-03 1.6224e+00 1.7718e+00 6.9139e+00 4.8496e-01 1.0516e-02 2.0370e-02 9.5010e-03 6.9060e-02 1.8424e-01 9.5000e-01
4.7632e-03 7.0319e-03 1.6117e+00 1.7572e+00 6.8080e+00 4.7693e-01 1.0413e-02 2.0816e-02 9.6829e-03 7.0424e-02 1.8360e-01 9.5000e-01
5.0000e-03 7.5000e-03 1.6006e+00 1.7419e+00 6.7091e+00 4.6883e-01 1.0312e-02 2.1241e-02 9.8563e-03 7.1722e-02 1.8300e-01 9.5000e-01
