# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.7280e+00 1.8446e+00 1.2770e+01 2.3367e+00 1.4761e-01 2.9141e-02 1.1687e-02 2.9837e-02 7.8252e-01 4.5000e-01
7.3684e-04 7.9114e-04 1.9546e+00 2.1174e+00 1.1416e+01 2.6942e+00 1.4248e-01 3.7102e-02 1.4523e-02 3.6929e-02 7.0517e-01 4.5000e-01
9.7368e-04 1.0685e-03 2.0412e+00 2.2290e+00 1.0412e+01 2.7668e+00 1.3782e-01 4.3915e-02 1.6927e-02 4.2817e-02 6.6408e-01 4.5000e-01
1.2105e-03 1.3571e-03 2.0610e+00 2.2589e+00 9.6510e+00 2.7145e+00 1.3376e-01 4.9781e-02 1.8995e-02 4.7793e-02 6.3905e-01 4.5000e-01
1.4474e-03 1.6569e-03 2.0493e+00 2.2479e+00 9.0599e+00 2.6140e+00 1.3026e-01 5.4874e-02 2.0793e-02 5.2058e-02 6.2242e-01 4.5000e-01
1.6842e-03 1.9679e-03 2.0230e+00 2.2168e+00 8.5888e+00 2.4993e+00 1.2725e-01 5.9338e-02 2.2374e-02 5.5759e-02 6.1069e-01 4.5000e-01
1.9211e-03 2.2901e-03 1.9903e+00 2.1761e+00 8.2048e+00 2.3849e+00 1.2466e-01 6.3286e-02 2.3776e-02 5.9003e-02 6.0205e-01 4.5000e-01
2.1579e-03 2.6235e-03 1.9553e+00 2.1315e+00 7.8858e+00 2.2765e+00 1.2239e-01 6.6808e-02 2.5030e-02 6.1874e-02 5.9547e-01 4.5000e-01
2.3947e-03 2.9682e-03 1.9201e+00 2.0858e+00 7.6165e+00 2.1764e+00 1.2041e-01 6.9973e-02 2.6159e-02 6.4433e-02 5.9033e-01 4.5000e-01
2.6316e-03 3.3241e-03 1.8858e+00 2.0408e+00 7.3861e+00 2.0847e+00 1.1866e-01 7.2835e-02 2.7182e-02 6.6728e-02 5.8624e-01 4.5000e-01
2.8684e-03 3.6912e-03 1.8528e+00 1.9972e+00 7.1865e+00 2.0011e+00 1.1709e-01 7.5437e-02 2.8113e-02 6.8798e-02 5.8293e-01 4.5000e-01
3.1053e-03 4.0695e-03 1.8215e+00 1.9554e+00 7.0121e+00 1.9249e+00 1.1569e-01 7.7814e-02 2.8965e-02 7.0672e-02 5.8021e-01 4.5000e-01
3.3421e-03 4.4591e-03 1.7918e+00 1.9156e+00 6.8583e+00 1.8555e+00 1.1443e-01 7.9993e-02 2.9747e-02 7.2377e-02 5.7795e-01 4.5000e-01
3.5789e-03 4.8598e-03 1.7637e+00 1.8778e+00 6.7217e+00 1.7920e+00 1.1328e-01 8.1998e-02 3.0467e-02 7.3931e-02 5.7606e-01 4.5000e-01
3.8158e-03 5.2718e-03 1.7372e+00 1.8420e+00 6.5997e+00 1.7338e+00 1.1223e-01 8.3848e-02 3.1131e-02 7.5353e-02 5.7448e-01 4.5000e-01
4.0526e-03 5.6950e-03 1.7123e+00 1.8082e+00 6.4900e+00 1.6803e+00 1.1128e-01 8.5559e-02 3.1747e-02 7.6656e-02 5.7313e-01 4.5000e-01
4.2895e-03 6.1294e-03 1.6887e+00 1.7762e+00 6.3908e+00 1.6311e+00 1.1039e-01 8.7146e-02 3.2318e-02 7.7853e-02 5.7198e-01 4.5000e-01
4.5263e-03 6.5751e-03 1.6664e+00 1.7458e+00 6.3010e+00 1.5856e+00 1.0958e-01 8.8619e-02 3.2848e-02 7.8953e-02 5.7101e-01 4.5000e-01
4.7632e-03 7.0319e-03 1.6453e+00 1.7171e+00 6.2191e+00 1.5435e+00 1.0882e-01 8.9990e-02 3.3342e-02 7.9967e-02 5.7017e-01 4.5000e-01
5.0000e-03 7.5000e-03 1.6254e+00 1.6899e+00 6.1444e+00 1.5044e+00 1.0811e-01 9.1266e-02 3.3802e-02 8.0902e-02 5.6945e-01 4.5000e-01
