# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.0671e+00 1.1192e+00 1.1228e+01 3.9019e-01 3.3430e-02 1.8408e-02 3.4247e-03 2.7680e-02 3.4267e-01 7.5000e-01
7.3684e-04 7.9114e-04 1.3016e+00 1.3843e+00 1.0525e+01 5.0688e-01 3.1061e-02 2.2493e-02 4.1230e-03 3.3532e-02 2.9921e-01 7.5000e-01
9.7368e-04 1.0685e-03 1.4509e+00 1.5591e+00 9.9466e+00 5.7680e-01 2.9009e-02 2.5907e-02 4.6951e-03 3.8404e-02 2.7399e-01 7.5000e-01
1.2105e-03 1.3571e-03 1.5465e+00 1.6741e+00 9.4625e+00 6.1525e-01 2.7234e-02 2.8853e-02 5.1820e-03 4.2611e-02 2.5726e-01 7.5000e-01
1.4474e-03 1.6569e-03 1.6070e+00 1.7489e+00 9.0516e+00 6.3331e-01 2.5699e-02 3.1446e-02 5.6060e-03 4.6327e-02 2.4523e-01 7.5000e-01
1.6842e-03 1.9679e-03 1.6443e+00 1.7960e+00 8.6982e+00 6.3838e-01 2.4365e-02 3.3760e-02 5.9814e-03 4.9656e-02 2.3612e-01 7.5000e-01
1.9211e-03 2.2901e-03 1.6657e+00 1.8237e+00 8.3909e+00 6.3526e-01 2.3201e-02 3.5847e-02 6.3177e-03 5.2671e-02 2.2895e-01 7.5000e-01
2.1579e-03 2.6235e-03 1.6763e+00 1.8377e+00 8.1211e+00 6.2703e-01 2.2180e-02 3.7746e-02 6.6218e-03 5.5424e-02 2.2316e-01 7.5000e-01
2.3947e-03 2.9682e-03 1.6792e+00 1.8419e+00 7.8821e+00 6.1571e-01 2.1280e-02 3.9486e-02 6.8991e-03 5.7954e-02 2.1837e-01 7.5000e-01
2.6316e-03 3.3241e-03 1.6767e+00 1.8390e+00 7.6689e+00 6.0260e-01 2.0483e-02 4.1090e-02 7.1535e-03 6.0290e-02 2.1434e-01 7.5000e-01
2.8684e-03 3.6912e-03 1.6705e+00 1.8310e+00 7.4775e+00 5.8856e-01 1.9773e-02 4.2575e-02 7.3881e-03 6.2458e-02 2.1092e-01 7.5000e-01
3.1053e-03 4.0695e-03 1.6616e+00 1.8193e+00 7.3046e+00 5.7415e-01 1.9137e-02 4.3955e-02 7.6054e-03 6.4475e-02 2.0797e-01 7.5000e-01
3.3421e-03 4.4591e-03 1.6508e+00 1.8049e+00 7.1476e+00 5.5973e-01 1.8567e-02 4.5244e-02 7.8076e-03 6.6357e-02 2.0540e-01 7.5000e-01
3.5789e-03 4.8598e-03 1.6387e+00 1.7887e+00 7.0044e+00 5.4554e-01 1.8052e-02 4.6450e-02 7.9964e-03 6.8119e-02 2.0316e-01 7.5000e-01
3.8158e-03 5.2718e-03 1.6257e+00 1.7712e+00 6.8733e+00 5.3172e-01 1.7586e-02 4.7582e-02 8.1730e-03 6.9772e-02 2.0118e-01 7.5000e-01
4.0526e-03 5.6950e-03 1.6122e+00 1.7529e+00 6.7528e+00 5.1837e-01 1.7163e-02 4.8647e-02 8.3388e-03 7.1324e-02 1.9943e-01 7.5000e-01
4.2895e-03 6.1294e-03 1.5984e+00 1.7340e+00 6.6416e+00 5.0553e-01 1.6778e-02 4.9651e-02 8.4947e-03 7.2785e-02 1.9788e-01 7.5000e-01
4.5263e-03 6.5751e-03 1.5844e+00 1.7148e+00 6.5388e+00 4.9323e-01 1.6425e-02 5.0599e-02 8.6416e-03 7.4161e-02 1.9648e-01 7.5000e-01
4.7632e-03 7.0319e-03 1.5704e+00 1.6955e+00 6.4435e+00 4.8147e-01 1.6103e-02 5.1495e-02 8.7804e-03 7.5459e-02 1.9524e-01 7.5000e-01
5.0000e-03 7.5000e-03 1.5564e+00 1.6763e+00 6.3548e+00 4.7025e-01 1.5806e-02 5.2344e-02 8.9116e-03 7.6685e-02 1.9412e-01 7.5000e-01
