# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.3927e+00 1.4770e+00 1.1614e+01 1.0925e+00 8.5751e-02 2.7349e-02 7.3013e-03 3.0439e-02 5.6330e-01 5.5000e-01
7.3684e-04 7.9114e-04 1.6151e+00 1.7376e+00 1.0622e+01 1.3091e+00 8.0845e-02 3.3961e-02 8.9172e-03 3.7092e-02 5.0184e-01 5.5000e-01
9.7368e-04 1.0685e-03 1.7275e+00 1.8753e+00 9.8596e+00 1.3957e+00 7.6627e-02 3.9499e-02 1.0256e-02 4.2575e-02 4.6766e-01 5.5000e-01
1.2105e-03 1.3571e-03 1.7808e+00 1.9434e+00 9.2585e+00 1.4140e+00 7.3040e-02 4.4244e-02 1.1397e-02 4.7234e-02 4.4586e-01 5.5000e-01
1.4474e-03 1.6569e-03 1.8013e+00 1.9712e+00 8.7735e+00 1.3976e+00 6.9987e-02 4.8374e-02 1.2388e-02 5.1272e-02 4.3074e-01 5.5000e-01
1.6842e-03 1.9679e-03 1.8032e+00 1.9752e+00 8.3742e+00 1.3645e+00 6.7376e-02 5.2018e-02 1.3261e-02 5.4823e-02 4.1966e-01 5.5000e-01
1.9211e-03 2.2901e-03 1.7943e+00 1.9650e+00 8.0394e+00 1.3239e+00 6.5126e-02 5.5266e-02 1.4039e-02 5.7979e-02 4.1120e-01 5.5000e-01
2.1579e-03 2.6235e-03 1.7793e+00 1.9462e+00 7.7544e+00 1.2807e+00 6.3174e-02 5.8189e-02 1.4738e-02 6.0810e-02 4.0455e-01 5.5000e-01
2.3947e-03 2.9682e-03 1.7607e+00 1.9223e+00 7.5087e+00 1.2375e+00 6.1466e-02 6.0837e-02 1.5371e-02 6.3368e-02 3.9919e-01 5.5000e-01
2.6316e-03 3.3241e-03 1.7402e+00 1.8956e+00 7.2946e+00 1.1957e+00 5.9963e-02 6.3253e-02 1.5947e-02 6.5692e-02 3.9480e-01 5.5000e-01
2.8684e-03 3.6912e-03 1.7189e+00 1.8674e+00 7.1062e+00 1.1558e+00 5.8631e-02 6.5468e-02 1.6475e-02 6.7814e-02 3.9116e-01 5.5000e-01
3.1053e-03 4.0695e-03 1.6974e+00 1.8386e+00 6.9390e+00 1.1181e+00 5.7443e-02 6.7508e-02 1.6961e-02 6.9761e-02 3.8809e-01 5.5000e-01
3.3421e-03 4.4591e-03 1.6760e+00 1.8098e+00 6.7897e+00 1.0827e+00 5.6379e-02 6.9394e-02 1.7410e-02 7.1552e-02 3.8548e-01 5.5000e-01
3.5789e-03 4.8598e-03 1.6549e+00 1.7814e+00 6.6555e+00 1.0496e+00 5.5421e-02 7.1144e-02 1.7826e-02 7.3205e-02 3.8325e-01 5.5000e-01
3.8158e-03 5.2718e-03 1.6345e+00 1.7536e+00 6.5342e+00 1.0187e+00 5.4554e-02 7.2772e-02 1.8213e-02 7.4735e-02 3.8132e-01 5.5000e-01
4.0526e-03 5.6950e-03 1.6146e+00 1.7265e+00 6.4240e+00 9.8977e-01 5.3767e-02 7.4291e-02 1.8573e-02 7.6153e-02 3.7966e-01 5.5000e-01
4.2895e-03 6.1294e-03 1.5955e+00 1.7003e+00 6.3235e+00 9.6272e-01 5.3051e-02 7.5710e-02 1.8909e-02 7.7471e-02 3.7821e-01 5.5000e-01
4.5263e-03 6.5751e-03 1.5770e+00 1.6749e+00 6.2316e+00 9.3742e-01 5.2395e-02 7.7039e-02 1.9223e-02 7.8697e-02 3.7695e-01 5.5000e-01
4.7632e-03 7.0319e-03 1.5592e+00 1.6504e+00 6.1471e+00 9.1372e-01 5.1794e-02 7.8286e-02 1.9518e-02 7.9840e-02 3.7584e-01 5.5000e-01
5.0000e-03 7.5000e-03 1.5421e+00 1.6269e+00 6.0692e+00 8.9149e-01 5.1242e-02 7.9457e-02 1.9794e-02 8.0906e-02 3.7488e-01 5.5000e-01
