# rho_center e_center Mass Mass_0 R_e J T/W Omega_c Omega_e Omega_K J/M^2 axes_ratio
5.0000e-04 5.2500e-04 1.9452e+00 2.0891e+00 1.2956e+01 3.1122e+00 1.6889e-01 3.1732e-02 1.3544e-02 3.1004e-02 8.2249e-01 4.0000e-01
7.3684e-04 7.9114e-04 2.1379e+00 2.3285e+00 1.1412e+01 3.4109e+00 1.6303e-01 4.0730e-02 1.6963e-02 3.8578e-02 7.4629e-01 4.0000e-01
9.7368e-04 1.0685e-03 2.1845e+00 2.3945e+00 1.0318e+01 3.3744e+00 1.5794e-01 4.8320e-02 1.9837e-02 4.4770e-02 7.0716e-01 4.0000e-01
1.2105e-03 1.3571e-03 2.1717e+00 2.3846e+00 9.5205e+00 3.2260e+00 1.5369e-01 5.4746e-02 2.2278e-02 4.9912e-02 6.8401e-01 4.0000e-01
1.4474e-03 1.6569e-03 2.1358e+00 2.3428e+00 8.9169e+00 3.0518e+00 1.5015e-01 6.0241e-02 2.4375e-02 5.4248e-02 6.6904e-01 4.0000e-01
1.6842e-03 1.9679e-03 2.0917e+00 2.2885e+00 8.4454e+00 2.8821e+00 1.4718e-01 6.4998e-02 2.6200e-02 5.7956e-02 6.5872e-01 4.0000e-01
1.9211e-03 2.2901e-03 2.0460e+00 2.2305e+00 8.0670e+00 2.7264e+00 1.4467e-01 6.9162e-02 2.7805e-02 6.1166e-02 6.5129e-01 4.0000e-01
2.1579e-03 2.6235e-03 2.0014e+00 2.1729e+00 7.7563e+00 2.5867e+00 1.4252e-01 7.2844e-02 2.9229e-02 6.3974e-02 6.4576e-01 4.0000e-01
2.3947e-03 2.9682e-03 1.9591e+00 2.1175e+00 7.4967e+00 2.4622e+00 1.4066e-01 7.6126e-02 3.0503e-02 6.6450e-02 6.4153e-01 4.0000e-01
2.6316e-03 3.3241e-03 1.9194e+00 2.0650e+00 7.2763e+00 2.3513e+00 1.3902e-01 7.9073e-02 3.1649e-02 6.8649e-02 6.3823e-01 4.0000e-01
2.8684e-03 3.6912e-03 1.8823e+00 2.0157e+00 7.0868e+00 2.2521e+00 1.3757e-01 8.1734e-02 3.2687e-02 7.0614e-02 6.3562e-01 4.0000e-01
3.1053e-03 4.0695e-03 1.8479e+00 1.9695e+00 6.9222e+00 2.1633e+00 1.3628e-01 8.4150e-02 3.3631e-02 7.2377e-02 6.3354e-01 4.0000e-01
3.3421e-03 4.4591e-03 1.8158e+00 1.9264e+00 6.7780e+00 2.0833e+00 1.3512e-01 8.6351e-02 3.4493e-02 7.3966e-02 6.3185e-01 4.0000e-01
3.5789e-03 4.8598e-03 1.7859e+00 1.8861e+00 6.6505e+00 2.0109e+00 1.3407e-01 8.8365e-02 3.5282e-02 7.5402e-02 6.3047e-01 4.0000e-01
3.8158e-03 5.2718e-03 1.7581e+00 1.8485e+00 6.5372e+00 1.9452e+00 1.3311e-01 9.0213e-02 3.6007e-02 7.6704e-02 6.2935e-01 4.0000e-01
4.0526e-03 5.6950e-03 1.7321e+00 1.8132e+00 6.4359e+00 1.8853e+00 1.3223e-01 9.1912e-02 3.6674e-02 7.7886e-02 6.2843e-01 4.0000e-01
4.2895e-03 6.1294e-03 1.7077e+00 1.7802e+00 6.3448e+00 1.8305e+00 1.3142e-01 9.3479e-02 3.7290e-02 7.8962e-02 6.2767e-01 4.0000e-01
4.5263e-03 6.5751e-03 1.6849e+00 1.7492e+00 6.2625e+00 1.7801e+00 1.3067e-01 9.4925e-02 3.7859e-02 7.9942e-02 6.2705e-01 4.0000e-01
4.7632e-03 7.0319e-03 1.6634e+00 1.7200e+00 6.1880e+00 1.7337e+00 1.2998e-01 9.6263e-02 3.8386e-02 8.0837e-02 6.2655e-01 4.0000e-01
5.0000e-03 7.5000e-03 1.6433e+00 1.6926e+00 6.1203e+00 1.6908e+00 1.2933e-01 9.7502e-02 3.8875e-02 8.1653e-02 6.2614e-01 4.0000e-01
